No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,>2000 (2 bil)
583,BHP,BHP Group Limited ADR,Basic Materials,Other Industrial Metals & Mining,Australia,130776.05,11.53,51.54,0.008,1839071,Yes
588,BIDU,Baidu Inc ADR,Communication Services,Internet Content & Information,China,24298.99,8.61,86.81,0.0111,2926263,Yes
590,BIIB,Biogen Inc,Healthcare,Drug Manufacturers - General,USA,18963.13,12.37,129.34,-0.0267,1538660,Yes
592,BILI,Bilibili Inc ADR,Communication Services,Internet Content & Information,China,7631.48,,23.34,0.0192,3213912,Yes
593,BILL,BILL Holdings Inc,Technology,Software - Application,USA,4349.8,,42.22,0.0115,1556014,Yes
595,BIO,Bio-Rad Laboratories Inc,Healthcare,Medical Devices,USA,7002.15,22.53,264.32,-0.0289,313145,Yes
598,BIP,Brookfield Infrastructure Partners L.P,Utilities,Utilities - Diversified,Bermuda,20163.28,560.98,30.91,-0.0128,581703,Yes
599,BIPC,Brookfield Infrastructure Corp,Utilities,Utilities - Regulated Gas,USA,5219.01,,39.52,0.0005,439531,Yes
600,BIRK,Birkenstock Holding Plc,Consumer Cyclical,Footwear & Accessories,United Kingdom,9269.58,34.32,49.35,-0.0072,1573795,Yes
613,BJ,BJ's Wholesale Club Holdings Inc,Consumer Defensive,Discount Stores,USA,14349.95,25.27,108.67,0.0198,1726185,Yes
616,BK,Bank Of New York Mellon Corp,Financial,Banks - Diversified,USA,72139.08,15.62,102.29,0.0162,3765032,Yes
619,BKE,"Buckle, Inc",Consumer Cyclical,Apparel Retail,USA,2646.86,13.32,51.74,0.0266,381342,Yes
621,BKH,Black Hills Corporation,Utilities,Utilities - Regulated Gas,USA,4354.35,15.07,59.77,0.0131,849114,Yes
624,BKNG,Booking Holdings Inc,Consumer Cyclical,Travel Services,USA,179431.17,38.51,5536.31,0.0144,199175,Yes
625,BKR,Baker Hughes Co,Energy,Oil & Gas Equipment & Services,USA,42816.73,14.21,43.43,-0.0089,4626831,Yes
627,BKU,BankUnited Inc,Financial,Banks - Regional,USA,2681.31,10.47,35.65,-0.0042,745485,Yes
629,BL,BlackLine Inc,Technology,Software - Application,USA,3240.64,41.83,52,-0.0446,1980583,Yes
632,BLCO,Bausch + Lomb Corp,Healthcare,Medical Instruments & Supplies,Canada,4993.04,,14.11,-0.0229,564467,Yes
634,BLD,TopBuild Corp,Industrials,Engineering & Construction,USA,11558.49,19.92,404.33,-0.0092,518313,Yes
637,BLDR,Builders Firstsource Inc,Industrials,Building Products & Equipment,USA,14452.9,19.85,130.74,-0.0166,2384409,Yes
640,BLK,Blackrock Inc,Financial,Asset Management,USA,173601,27.09,1120.54,0.0098,404963,Yes
641,BLKB,Blackbaud Inc,Technology,Software - Application,USA,3163.76,,65.22,0.0333,610677,Yes
651,BMA,Banco Macro S.A. ADR,Financial,Banks - Regional,Argentina,4756.1,1105.26,75.71,0.0394,428260,Yes
656,BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,5544.56,40.97,188.15,0.0213,488832,Yes
657,BMNR,BitMine Immersion Technologies Inc,Financial,Capital Markets,USA,4320.62,,38.47,0.1553,46866148,Yes
658,BMO,Bank of Montreal,Financial,Banks - Diversified,Canada,81268.98,14.57,112.55,0.0051,396084,Yes
660,BMRN,Biomarin Pharmaceutical Inc,Healthcare,Biotechnology,USA,11635.03,17.97,60.67,-0.0203,2198641,Yes
661,BMY,Bristol-Myers Squibb Co,Healthcare,Drug Manufacturers - General,USA,91228.23,18.08,44.82,-0.0225,11324209,Yes
662,BN,Brookfield Corporation,Financial,Asset Management,Canada,111279.53,238.06,67.49,0.0046,2507464,Yes
669,BNL,Broadstone Net Lease Inc,Real Estate,REIT - Diversified,USA,3167.92,32.67,16.75,-0.0077,1414699,Yes
671,BNS,Bank Of Nova Scotia,Financial,Banks - Diversified,Canada,69228.78,16.2,55.58,-0.0009,1514303,Yes
672,BNT,Brookfield Wealth Solutions Ltd,Financial,Insurance - Diversified,Bermuda,13585.66,,67.55,0.0049,4071,Yes
674,BNTX,BioNTech SE ADR,Healthcare,Biotechnology,Germany,26756.52,,111.3,0.0021,1181002,Yes
677,BOH,Bank of Hawaii Corp,Financial,Banks - Regional,USA,2490.24,16.42,62.62,-0.0084,346604,Yes
679,BOKF,BOK Financial Corp,Financial,Banks - Regional,USA,6431.72,12.09,101.11,-0.0039,242056,Yes
682,BOOT,Boot Barn Holdings Inc,Consumer Cyclical,Apparel Retail,USA,5120.51,26.44,167.58,0.0031,428454,Yes
685,BOX,Box Inc,Technology,Software - Infrastructure,USA,4632.53,24.81,31.99,0.0133,2466875,Yes
686,BP,BP plc ADR,Energy,Oil & Gas Integrated,United Kingdom,87961.29,153.44,33.88,0.0083,11067722,Yes
687,BPOP,Popular Inc,Financial,Banks - Regional,USA,7831.47,11.09,114.31,-0.0097,316476,Yes
688,BR,"Broadridge Financial Solutions, Inc",Technology,Information Technology Services,USA,31349.82,37.62,266.89,0.0059,1028562,Yes
690,BRBR,Bellring Brands Inc,Consumer Defensive,Packaged Foods,USA,4946.52,22.26,38.95,0.0766,11448038,Yes
692,BRC,Brady Corp,Industrials,Security & Protection Services,USA,3348.52,17.5,70.77,-0.0052,151298,Yes
694,BRDG,Bridge Investment Group Holdings Inc,Financial,Asset Management,USA,2733.83,,10.28,0.001,178015,Yes
696,BRFS,BRF S.A. ADR,Consumer Defensive,Packaged Foods,Brazil,5695.29,8.53,3.56,0.0289,2144966,Yes
697,BRK-B,Berkshire Hathaway Inc,Financial,Insurance - Diversified,USA,1010754.08,16.07,468.91,0.0102,4557081,Yes
699,BRKR,Bruker Corp,Healthcare,Medical Devices,USA,4645.96,58.52,30.66,-0.044,5943234,Yes
702,BRO,"Brown & Brown, Inc",Financial,Insurance Brokers,USA,30279.57,26.47,91.8,0.0014,3344172,Yes
703,BROS,Dutch Bros Inc,Consumer Cyclical,Restaurants,USA,9505.42,150.03,57.79,0.0059,7256607,Yes
705,BRSL,Brightstar Lottery PLC,Consumer Cyclical,Gambling,United Kingdom,3152.59,16.41,15.53,-0.0127,2133404,Yes
708,BRX,Brixmor Property Group Inc,Real Estate,REIT - Retail,USA,8117.76,24.26,26.52,0.0049,1717579,Yes
710,BRZE,Braze Inc,Technology,Software - Application,USA,3029.77,,27.29,0.0115,1200199,Yes
712,BSAC,Banco Santander Chile SA ADR,Financial,Banks - Regional,Chile,10939.41,10.27,23.22,-0.0043,196668,Yes
713,BSBR,Banco Santander (Brasil) S.A. ADR,Financial,Banks - Regional,Brazil,18191.84,17.75,4.87,0.0146,518186,Yes
716,BSM,Black Stone Minerals L.P,Energy,Oil & Gas E&P,USA,2692.02,13.83,12.72,-0.0016,567649,Yes
720,BSX,Boston Scientific Corp,Healthcare,Medical Devices,USA,152546.32,61.27,102.95,-0.0179,9105256,Yes
721,BSY,Bentley Systems Inc,Technology,Software - Application,USA,16752.72,71.02,55.22,-0.0321,3170864,Yes
729,BTDR,Bitdeer Technologies Holding Co,Technology,Software - Application,Singapore,2551.8,,12.97,0.0181,2752136,Yes
733,BTG,B2gold Corp,Basic Materials,Gold,Canada,4968.35,,3.76,0.0135,25535045,Yes
735,BTI,British American Tobacco Plc ADR,Consumer Defensive,Tobacco,United Kingdom,123248.67,31.45,56.4,0.01,5698418,Yes
739,BTSG,BrightSpring Health Services Inc,Healthcare,Health Information Services,USA,3631.55,69.35,20.5,0.0327,2469216,Yes
740,BTU,Peabody Energy Corp,Energy,Thermal Coal,USA,2006.4,16.12,16.5,-0.0413,4050909,Yes
742,BUD,Anheuser-Busch InBev SA/NV ADR,Consumer Defensive,Beverages - Brewers,Belgium,104389.79,17.19,60.32,0.0111,2454296,Yes
745,BULL,Webull Corp,Technology,Software - Application,USA,7469.95,99.61,15.41,0.0384,16892447,Yes
747,BUR,Burford Capital Limited,Financial,Asset Management,United Kingdom,2789.83,13.76,12.75,0.0016,1226670,Yes
748,BURL,Burlington Stores Inc,Consumer Cyclical,Apparel Retail,USA,17852.27,34.73,282.98,0.0119,782955,Yes
753,BVN,Compania de Minas Buenaventura S.A. ADR,Basic Materials,Other Precious Metals & Mining,Peru,4653.22,9.26,18.34,0.0246,1525285,Yes
756,BWA,BorgWarner Inc,Consumer Cyclical,Auto Parts,USA,8233.75,40.63,38.05,0.0045,1776085,Yes
761,BWIN,The Baldwin Insurance Group Inc,Financial,Insurance Brokers,USA,3601.2,,30.39,-0.1666,2787681,Yes
765,BWXT,BWX Technologies Inc,Industrials,Aerospace & Defense,USA,16428.01,56.08,179.74,-0.0124,1829736,Yes
766,BX,Blackstone Inc,Financial,Asset Management,USA,206731.36,45.71,169.35,0.01,2470477,Yes
768,BXMT,Blackstone Mortgage Trust Inc,Real Estate,REIT - Mortgage,USA,3199.95,,18.65,-0.0122,1064653,Yes
769,BXP,BXP Inc,Real Estate,REIT - Office,USA,11484.14,3334.34,66.02,-0.0012,1537490,Yes
770,BXSL,Blackstone Secured Lending Fund,Financial,Asset Management,USA,6934.06,9.58,30.19,-0.0311,1755286,Yes
772,BYD,Boyd Gaming Corp,Consumer Cyclical,Resorts & Casinos,USA,6679.34,12.83,83.3,0.0006,1167256,Yes
777,BZ,Kanzhun Ltd ADR,Communication Services,Internet Content & Information,China,7964.16,35.39,20.11,0.0146,3408054,Yes
783,C,Citigroup Inc,Financial,Banks - Diversified,USA,172261.08,13.64,92.23,0.0078,13153637,Yes
784,CAAP,Corporacion America Airports S.A,Industrials,Airports & Air Services,Luxembourg,3393.83,23.39,20.81,0.0256,67105,Yes
788,CACC,Credit Acceptance Corp,Financial,Credit Services,USA,5226.64,13.41,465.1,0.0314,139735,Yes
789,CACI,Caci International Inc,Technology,Information Technology Services,USA,10451.65,22.43,475.29,0.008,439403,Yes
790,CADE,Cadence Bank,Financial,Banks - Regional,USA,6295.15,12.22,34.45,-0.012,1558150,Yes
792,CAE,Cae Inc,Industrials,Aerospace & Defense,Canada,9280.21,32.05,28.95,0.0031,431890,Yes
795,CAG,Conagra Brands Inc,Consumer Defensive,Packaged Foods,USA,9038,7.88,18.93,0.0069,12164611,Yes
796,CAH,"Cardinal Health, Inc",Healthcare,Medical Distribution,USA,37376.82,24.45,156.6,-0.0104,1709491,Yes
797,CAI,Caris Life Sciences Inc,Healthcare,Biotechnology,USA,8046.15,,28.95,-0.0446,462189,Yes
798,CAKE,Cheesecake Factory Inc,Consumer Cyclical,Restaurants,USA,3075.8,19,61.75,0.0019,1463531,Yes
801,CALM,"Cal-Maine Foods, Inc",Consumer Defensive,Farm Products,USA,5065.56,4.18,104.45,-0.0055,694462,Yes
802,CALX,Calix Inc,Technology,Software - Infrastructure,USA,3707.97,,56.78,0.005,489488,Yes
803,CAMT,Camtek Ltd,Technology,Semiconductor Equipment & Materials,Israel,3711.64,30.05,81.39,-0.0788,965793,Yes
809,CAR,Avis Budget Group Inc,Industrials,Rental & Leasing Services,USA,5512.71,,156.64,-0.0161,1022866,Yes
811,CARG,CarGurus Inc,Consumer Cyclical,Auto & Truck Dealerships,USA,3144.31,89.25,31.81,0.0105,1162821,Yes
812,CARR,Carrier Global Corp,Industrials,Building Products & Equipment,USA,56261.12,26.38,66.11,-0.0041,3579057,Yes
814,CART,Maplebear Inc,Consumer Cyclical,Internet Retail,USA,12442.26,31.34,47.72,-0.0046,2857146,Yes
819,CASY,"Casey's General Stores, Inc",Consumer Cyclical,Specialty Retail,USA,19389.51,35.61,521.49,0.0131,249448,Yes
820,CAT,Caterpillar Inc,Industrials,Farm & Heavy Construction Machinery,USA,201163.12,21.75,427.72,-0.015,2630801,Yes
824,CATY,Cathay General Bancorp,Financial,Banks - Regional,USA,3157.77,10.87,45.04,-0.0131,447297,Yes
825,CAVA,Cava Group Inc,Consumer Cyclical,Restaurants,USA,9965.26,71.87,86.16,-0.0161,2085963,Yes
826,CB,Chubb Limited,Financial,Insurance - Property & Casualty,Switzerland,107498.86,11.9,269.63,0.0073,1077968,Yes
832,CBOE,Cboe Global Markets Inc,Financial,Financial Data & Stock Exchanges,USA,25948.81,29.08,248.1,-0.0028,603901,Yes
833,CBRE,CBRE Group Inc,Real Estate,Real Estate Services,USA,46382.77,43.67,155.88,-0.0038,1585836,Yes
835,CBSH,"Commerce Bancshares, Inc",Financial,Banks - Regional,USA,8041.23,14.54,60.27,-0.0087,587687,Yes
836,CBT,Cabot Corp,Basic Materials,Specialty Chemicals,USA,4181.81,10.17,77.84,-0.0282,606547,Yes
837,CBU,Community Financial System Inc,Financial,Banks - Regional,USA,2809.06,14.49,53.15,0.0055,287237,Yes
839,CBZ,Cbiz Inc,Industrials,Specialty Business Services,USA,3343.77,35.73,61.95,-0.0116,541017,Yes
845,CCCS,CCC Intelligent Solutions Holdings Inc,Technology,Software - Application,USA,6304.45,4619.05,9.7,-0.0271,19012306,Yes
847,CCEP,Coca-Cola Europacific Partners Plc,Consumer Defensive,Beverages - Non-Alcoholic,United Kingdom,42078.51,25.18,91.32,-0.0713,4346046,Yes
848,CCI,Crown Castle Inc,Real Estate,REIT - Specialty,USA,45801.15,,105.29,0.0033,2064411,Yes
850,CCJ,Cameco Corp,Energy,Uranium,Canada,33329.11,87.08,76.55,0.0263,4451907,Yes
851,CCK,"Crown Holdings, Inc",Consumer Cyclical,Packaging & Containers,USA,11582.86,20.89,99.53,0.0148,1460865,Yes
852,CCL,Carnival Corp,Consumer Cyclical,Travel Services,USA,37989.78,15.85,29.24,-0.0014,11524326,Yes
856,CCOI,Cogent Communications Holdings Inc,Communication Services,Telecom Services,USA,2164.92,,43.88,-0.0398,1234388,Yes
862,CCU,Compania Cervecerias Unidas S.A. ADR,Consumer Defensive,Beverages - Brewers,Chile,2244.71,12.9,12.15,0.005,261696,Yes
864,CDE,Coeur Mining Inc,Basic Materials,Gold,USA,6326.61,34.89,9.89,0.0144,13717774,Yes
869,CDNS,"Cadence Design Systems, Inc",Technology,Software - Application,USA,98139.99,97.45,360.16,-0.0009,1058804,Yes
870,CDP,COPT Defense Properties,Real Estate,REIT - Office,USA,6376.33,22.25,28.26,0.0089,757886,Yes
873,CDW,CDW Corp,Technology,Information Technology Services,USA,21795.2,20.57,165.51,0.0016,2705763,Yes
876,CE,Celanese Corp,Basic Materials,Chemicals,USA,5231.86,,47.82,-0.031,2015285,Yes
878,CEG,Constellation Energy Corporation,Utilities,Utilities - Renewable,USA,106079.24,35.68,338.46,-0.0149,2946520,Yes
881,CELH,Celsius Holdings Inc,Consumer Defensive,Beverages - Non-Alcoholic,USA,11024.6,136.07,42.74,0,12816512,Yes
885,CENT,Central Garden & Pet Co,Consumer Defensive,Packaged Foods,USA,2305.07,21.1,39.41,-0.0053,54415,Yes
886,CENTA,Central Garden & Pet Co,Consumer Defensive,Packaged Foods,USA,2308.95,19.14,35.74,-0.0036,439600,Yes
887,CENX,Century Aluminum Co,Basic Materials,Aluminum,USA,2006.01,18.96,21.5,0.0209,1248510,Yes
896,CF,CF Industries Holdings Inc,Basic Materials,Agricultural Inputs,USA,14564.7,11.86,89.9,-0.0304,3845358,Yes
899,CFG,Citizens Financial Group Inc,Financial,Banks - Regional,USA,20243.21,14.31,46.93,-0.0078,4012435,Yes
900,CFLT,Confluent Inc,Technology,Software - Infrastructure,USA,5943.39,,17.24,0.0052,7955514,Yes
902,CFR,Cullen Frost Bankers Inc,Financial,Banks - Regional,USA,7954.47,13.32,123.66,-0.0154,395568,Yes
903,CG,Carlyle Group Inc,Financial,Asset Management,USA,22715.44,21.25,62.9,0.0466,4460274,Yes
912,CGNX,Cognex Corp,Technology,Scientific & Technical Instruments,USA,6865.39,57.23,40.89,-0.0232,2455135,Yes
920,CHD,"Church & Dwight Co., Inc",Consumer Defensive,Household & Personal Products,USA,22533.81,43.63,92.5,0.0149,2253376,Yes
921,CHDN,"Churchill Downs, Inc",Consumer Cyclical,Gambling,USA,7174.42,17.59,102.31,-0.0109,401429,Yes
922,CHE,Chemed Corp,Healthcare,Medical Care Facilities,USA,6249.94,22.05,428.91,0.0019,182715,Yes
923,CHEF,Chefs' Warehouse Inc,Consumer Defensive,Food Distribution,USA,2680.96,40.59,65.77,0.004,569923,Yes
926,CHH,"Choice Hotels International, Inc",Consumer Cyclical,Lodging,USA,5783.7,19.12,124.65,-0.0038,687272,Yes
928,CHKP,Check Point Software Technologies Ltd,Technology,Software - Infrastructure,Israel,20396.04,24.53,188.21,-0.0037,1089186,Yes
932,CHRD,Chord Energy Corp,Energy,Oil & Gas E&P,USA,6055.01,7.02,104.84,-0.015,755883,Yes
934,CHRW,"C.H. Robinson Worldwide, Inc",Industrials,Integrated Freight & Logistics,USA,13904.05,26.8,117.74,0.0122,1244508,Yes
935,CHT,Chunghwa Telecom ADR,Communication Services,Telecom Services,Taiwan,34800.15,30.09,44.86,-0.0042,235819,Yes
936,CHTR,Charter Communications Inc,Communication Services,Telecom Services,USA,39946.61,7.13,262.04,-0.0148,2335090,Yes
937,CHWY,Chewy Inc,Consumer Cyclical,Internet Retail,USA,14424.4,38.91,34.74,0.0137,4477133,Yes
938,CHYM,Chime Financial Inc,Technology,Software - Application,USA,12204.48,,33.49,-0.0092,1979487,Yes
939,CI,Cigna Group,Healthcare,Healthcare Plans,USA,72059.9,14.74,269.96,-0.0029,2153953,Yes
941,CIB,Grupo Cibest S.A. ADR,Financial,Banks - Regional,Colombia,5131.56,13.34,45.4,0.0102,309775,Yes
943,CIEN,CIENA Corp,Technology,Communication Equipment,USA,13332.35,131.37,94.31,0.0308,1363498,Yes
945,CIG,Cia Energetica DE Minas Gerais - Cemig ADR,Utilities,Utilities - Diversified,Brazil,3560.63,4.23,1.87,0.0275,1960890,Yes
946,CIGI,Colliers International Group Inc,Real Estate,Real Estate Services,Canada,7930.13,71.23,156.66,0,147358,Yes
948,CINF,Cincinnati Financial Corp,Financial,Insurance - Property & Casualty,USA,24089.78,13.36,154.05,0.0241,811787,Yes
953,CIVI,Civitas Resources Inc,Energy,Oil & Gas E&P,USA,2578.35,3.19,27.85,-0.0238,3227679,Yes
954,CL,Colgate-Palmolive Co,Consumer Defensive,Household & Personal Products,USA,68383.56,23.78,84.61,0.0187,5537237,Yes
958,CLBT,Cellebrite DI Ltd,Technology,Software - Infrastructure,Israel,3319.06,,13.86,0.0154,1076192,Yes
962,CLF,Cleveland-Cliffs Inc,Basic Materials,Steel,USA,4635.3,,9.37,-0.029,14302061,Yes
965,CLH,"Clean Harbors, Inc",Industrials,Waste Management,USA,13000.54,34.04,242.4,0.0018,434847,Yes
976,CLS,"Celestica, Inc",Technology,Electronic Components,Canada,22848.41,43.14,198.63,0.0108,2944642,Yes
978,CLSK,Cleanspark Inc,Financial,Capital Markets,USA,3090.38,,11,0.0157,19317866,Yes
979,CLVT,Clarivate Plc,Technology,Information Technology Services,United Kingdom,2540.99,,3.78,0.0244,3869657,Yes
981,CLX,Clorox Co,Consumer Defensive,Household & Personal Products,USA,15468.22,19.24,125.5,0.001,1652132,Yes
982,CM,Canadian Imperial Bank Of Commerce,Financial,Banks - Diversified,Canada,67420.49,12.67,72.17,-0.0033,1639553,Yes
983,CMA,"Comerica, Inc",Financial,Banks - Regional,USA,8546.94,12.79,66.5,-0.0163,1893596,Yes
987,CMC,Commercial Metals Co,Basic Materials,Steel,USA,5817.03,167.48,51.97,0.0002,694814,Yes
992,CMCSA,Comcast Corp,Communication Services,Telecom Services,USA,118741.36,5.31,32.16,-0.0108,21569120,Yes
994,CME,CME Group Inc,Financial,Financial Data & Stock Exchanges,USA,101392.97,27.23,281.35,-0.0115,1689089,Yes
996,CMG,Chipotle Mexican Grill,Consumer Cyclical,Restaurants,USA,57242.38,37.74,42.69,0.0014,14071927,Yes
997,CMI,Cummins Inc,Industrials,Specialty Industrial Machinery,USA,52578.29,17.95,381.68,0.0226,1392923,Yes
1005,CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,USA,22183.75,21.87,74.11,-0.0007,1853423,Yes
1008,CNA,CNA Financial Corp,Financial,Insurance - Property & Casualty,USA,12883.68,14.79,47.6,0.0219,580203,Yes
1010,CNC,Centene Corp,Healthcare,Healthcare Plans,USA,12381.46,6.23,25.21,-0.0263,17569207,Yes
1012,CNH,CNH Industrial NV,Industrials,Farm & Heavy Construction Machinery,United Kingdom,15535.19,18.9,12.42,-0.0158,8083112,Yes
1013,CNI,Canadian National Railway Co,Industrials,Railroads,Canada,58762.19,18.1,94.14,-0.0003,1255817,Yes
1014,CNK,Cinemark Holdings Inc,Communication Services,Entertainment,USA,2866.69,13.68,24.92,-0.0227,4062329,Yes
1015,CNM,Core & Main Inc,Industrials,Industrial Distribution,USA,12525.47,29.46,63.54,-0.0078,930714,Yes
1018,CNO,CNO Financial Group Inc,Financial,Insurance - Life,USA,3656.33,13.62,36.88,0.0177,665653,Yes
1020,CNP,Centerpoint Energy Inc,Utilities,Utilities - Regulated Electric,USA,25200.58,26.9,38.6,-0.0085,3916103,Yes
1021,CNQ,Canadian Natural Resources Ltd,Energy,Oil & Gas E&P,Canada,65603.4,12.25,31.34,-0.0032,6439591,Yes
1022,CNR,Core Natural Resources Inc,Energy,Thermal Coal,USA,3973.73,34.43,75.46,-0.0347,761601,Yes
1023,CNS,Cohen & Steers Inc,Financial,Asset Management,USA,3803.84,23.7,74.59,-0.0025,214677,Yes
1024,CNTA,Centessa Pharmaceuticals plc ADR,Healthcare,Biotechnology,United Kingdom,2289.22,,17.14,-0.0098,1472680,Yes
1028,CNX,CNX Resources Corp,Energy,Oil & Gas E&P,USA,4109.62,49.15,29.06,-0.0055,2061217,Yes
1029,CNXC,Concentrix Corp,Technology,Information Technology Services,USA,2943.9,12.82,46.71,-0.0133,531755,Yes
1037,COF,Capital One Financial Corp,Financial,Credit Services,USA,136140.45,17.88,212.88,0.0042,3186499,Yes
1039,COHR,Coherent Corp,Technology,Scientific & Technical Instruments,USA,16655.46,,107.15,0.0147,2456822,Yes
1041,COIN,Coinbase Global Inc,Financial,Financial Data & Stock Exchanges,USA,78001.28,29.37,303.58,0.0188,15982739,Yes
1043,COKE,Coca-Cola Consolidated Inc,Consumer Defensive,Beverages - Non-Alcoholic,USA,9862.42,18.91,113.51,0.012,408111,Yes
1044,COLB,"Columbia Banking System, Inc",Financial,Banks - Regional,USA,5017.64,9.46,23.87,-0.0124,1611687,Yes
1045,COLD,Americold Realty Trust Inc,Real Estate,REIT - Industrial,USA,4612.56,,16.2,-0.0146,4427903,Yes
1047,COLM,Columbia Sportswear Co,Consumer Cyclical,Apparel Manufacturing,USA,2837.93,13.2,51.84,-0.0086,668989,Yes
1051,COMM,CommScope Holding Company Inc,Technology,Communication Equipment,USA,3198.83,,14.44,-0.0223,11689963,Yes
1052,COMP,Compass Inc,Real Estate,Real Estate Services,USA,4416.54,,8.24,-0.0012,6662533,Yes
1054,CON,Concentra Group Holdings Parent Inc,Healthcare,Medical Care Facilities,USA,2555.75,16.19,19.94,0.0061,620150,Yes
1058,COO,"Cooper Companies, Inc",Healthcare,Medical Instruments & Supplies,USA,13590.79,33.04,68.12,-0.0207,1805107,Yes
1060,COOP,Mr. Cooper Group Inc,Financial,Mortgage Finance,USA,12207.36,21.81,190.76,0.0075,952327,Yes
1061,COP,Conoco Phillips,Energy,Oil & Gas E&P,USA,117543,11.82,93.11,-0.001,7078514,Yes
1063,COR,Cencora Inc,Healthcare,Medical Distribution,USA,55003.23,29.2,283.78,-0.0293,2379374,Yes
1066,CORT,Corcept Therapeutics Inc,Healthcare,Biotechnology,USA,7430.82,62.76,70.52,0.001,626607,Yes
1067,CORZ,Core Scientific Inc,Technology,Software - Infrastructure,USA,4285.12,,14.11,0.0021,13250893,Yes
1069,COST,Costco Wholesale Corp,Consumer Defensive,Discount Stores,USA,429534.16,54.94,968.56,0.0264,2752994,Yes
